0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,pond
4.2286057,-0.5252922,-0.97486913,-1.2680191,-0.8698731,2.4929976,-0.64937335,1.8443223,1.5314841,3.6969972,-0.4094532,-0.51767266,1.8731029,1.251699,-0.5059025,0.28805256,1.7481792,-0.17730215,-0.31410545,1
1.9868522,-2.5948546,-1.1016859,1.9653603,-2.2768414,-2.074474,1.2345921,0.70426685,0.36292776,2.3611145,-1.5492998,-1.2511916,0.38216934,0.74113953,1.5894333,3.1924062,1.5399358,-0.76293457,-1.6472147,0
3.7253506,-0.7345261,3.509532,-0.28365535,-3.0216408,-1.510608,0.822949,3.0039082,0.47944894,3.3288743,-0.21407464,-1.187943,2.8344872,-0.7342926,-1.0310959,-0.5191772,0.6464361,-4.163112,-3.3705995,0
2.2489085,-1.1289848,0.73837537,-0.8198852,-3.5275528,0.83254236,-0.84335166,0.89293385,0.23908335,5.9350877,-0.4401476,-1.9474338,1.0229187,1.200513,-0.015231721,-3.2827065,2.8199139,-2.0346975,-0.15274127,0
3.727071,0.5249759,-1.3480042,-0.22020373,1.8725321,-0.67365277,2.1262293,3.6091661,-1.114454,2.6586394,-0.8827503,0.4018011,1.5403762,0.49087608,-2.6797497,1.9889692,2.7493558,0.48480836,-1.5602592,1
3.104031,-2.602668,3.4538875,1.0803405,-1.8381015,-1.4364733,-0.48539123,2.9859164,1.1187489,4.3991823,-0.112428665,0.061070833,3.2107959,0.6837771,-0.73598486,-1.2408391,0.296968,-1.8777939,-1.3988919,2
5.5259643,0.75760114,-2.5473366,4.7071166,0.050534975,-1.0102621,4.6468205,1.3751012,-1.9464562,-2.0542433,-2.5043085,-1.5379684,3.1428213,1.062408,-1.2628896,2.3447762,0.6942288,-0.9260421,3.0211318,2
2.9152591,-0.29933158,0.7686717,-1.2971025,-2.8781464,-0.34433484,-0.22535117,0.30414593,1.5985171,4.419499,2.1402636,-2.0747592,2.9120812,2.0415876,0.6416351,0.06774403,-0.2956651,-0.35418057,-0.78481275,4
-1.4291489,-6.508952,7.4918585,-0.19343303,-0.3048913,0.08612302,4.674369,-0.6729413,3.4039772,9.682456,-0.6338775,1.6971947,-1.4349711,0.055829734,-0.49621522,2.069479,2.6296525,-0.5357458,5.5615635,2
-0.97902805,1.0249555,3.6278942,1.8578315,-3.9464839,0.8688857,-0.081525385,3.6301517,0.016463928,5.1003413,1.542867,-2.134534,1.2507689,1.8343846,1.4578396,3.166705,-0.47143883,3.4272604,2.791908,4
2.1630423,-1.3616896,1.0732484,-1.6985581,-1.3116258,0.31348893,-0.38130563,3.4970114,-3.0669544,3.5481179,-1.1946872,0.47356513,3.496135,-0.8312335,-2.8790803,-0.26479828,0.5543986,-1.28217,-0.54624915,0
1.3833079,-3.1769338,-0.2452375,-0.10219579,-1.4501371,-0.83556956,1.254208,0.9717745,-0.5377703,2.8888164,-2.3306773,-0.5499776,1.1731349,-0.04996992,2.2380753,3.6012251,2.9214768,0.2249527,-1.9720749,0
4.0879426,-2.439492,-0.5401564,-0.8506333,-2.995964,0.023853615,1.5312794,-0.0074880226,-0.24035977,2.6023886,-0.9390239,0.42062724,1.9987082,-0.9284661,1.6463869,1.4088069,2.1445746,-0.20926632,-1.0325761,4
2.9181798,-0.33518115,0.17620297,-1.1882718,-1.8656504,-0.9482267,0.061671223,0.97092074,1.5024836,2.5633361,-0.17646733,-1.917495,3.369536,0.944672,-0.3231309,0.6940732,1.6046202,-0.70220596,-2.5945551,3
0.6176517,-3.5426776,3.1447048,-2.7264183,-4.196231,-1.5552942,1.634101,0.47290307,1.5644847,7.1843176,0.54880583,1.1645168,0.09294679,1.8241247,0.7999126,1.1044238,-0.33639455,-1.7545505,1.1987145,2
3.8004837,0.36522326,-1.1166251,1.1184015,-1.3142664,-3.1056724,-0.18869328,0.8956771,2.253756,2.100358,0.1441693,-1.86803,0.7670711,1.3408161,0.23926327,1.2382362,2.779476,-2.5524788,-0.8525979,3
3.7938466,-0.3377443,-0.6588867,3.8808267,-0.05919278,-2.9723597,0.5995224,3.5674465,0.015717031,0.31096858,-2.200394,0.10759832,1.6704395,2.669122,-1.8470951,1.5552353,-0.8258508,-2.2667801,0.36414787,3
2.3332775,-0.5433564,4.484614,-0.002590051,-0.22061749,-0.08925092,0.6410681,4.410147,-0.74366504,2.222744,-0.40662208,2.502004,1.0680071,0.6532631,0.10274276,-0.39498577,5.225422,-2.708572,0.6393142,4
3.4613748,-2.7483835,-0.51995564,1.330331,-1.3726512,-1.6119676,2.5510552,0.16921175,-1.9472791,2.9528158,-1.1277976,0.9618701,-1.0680195,-0.67862856,1.2030087,3.0688148,0.984641,-1.4720768,-0.94750917,4
1.680998,0.73675394,3.2375424,-1.8140874,-3.797424,0.16803566,0.770863,1.9689809,-0.24661002,4.2335706,-0.7154099,-1.3404804,1.2386897,2.361373,0.95453894,-2.7541687,1.3252628,-4.2221813,-0.23433027,2
1.242618,-0.5532164,2.9158165,-1.1195749,-2.8419933,-1.6077719,3.0313802,2.8392074,-2.2556875,2.5069637,-1.5327755,0.18282619,2.9264395,0.67167735,0.725513,1.2835509,0.6622235,-1.2650772,-0.15725406,1
4.520052,0.7866278,2.0224328,-0.41326094,2.172957,-0.49639335,-1.7826359,1.7784876,3.282306,4.582444,1.474749,-5.055641,-1.2385159,2.8905659,-2.8273835,1.1233276,3.4368868,-5.4166217,3.0210779,0
1.0241027,0.27053085,1.1802976,-2.2536652,-3.526725,-3.5643554,0.8219782,1.731704,-0.6204524,3.8394864,0.45330876,0.9094607,1.716887,-0.41370383,-1.1461883,-1.3778201,4.80597,-1.0928828,-0.63011605,0
-0.07806672,-1.9182738,2.9867277,-1.0536538,-2.8495774,-3.2660434,-0.29005456,0.4697163,1.4812465,6.603517,1.1201057,2.4046924,3.3818402,-0.5115669,1.0110168,1.7854382,1.837492,1.2983953,-0.545149,2
0.86379987,-0.34469366,-0.47954157,0.20197225,-3.2139091,-4.6129017,2.782887,7.3320613,-2.4267466,-1.3664598,-1.5329524,1.3969556,2.5782094,-5.313329,-5.0834355,4.1000037,4.81261,-0.57732755,1.9465717,3
3.4772067,-1.6496991,-0.88463485,4.898407,0.45977113,-1.0223342,2.2663517,1.350314,1.0071009,0.3492958,-0.071851864,0.54694664,4.5263515,-0.3315914,-0.68414307,2.4767058,-2.0716417,0.2894237,1.581532,2
0.79738986,2.2204397,0.11277422,-0.122508205,-3.5066967,-3.2366753,0.041411314,3.197961,-4.5832314,0.25980437,-1.0266032,0.78103465,2.3642192,-0.020146418,-3.5251827,0.31259257,4.102319,0.76912445,1.492812,0
2.3801162,0.17837538,2.37478,-3.336917,-1.8741108,-0.12547557,1.2528877,3.156214,0.67342085,4.099977,1.2400577,-1.7665513,-0.24639875,2.9601321,-1.9470525,-0.10912958,1.1964386,-2.1246066,0.4851923,0
-0.37645668,-2.6615405,-0.50554836,-0.3467046,-2.5025117,0.54465216,1.9278978,0.23846105,0.80340195,3.0051107,-0.2881887,-1.375642,0.63114905,1.4031322,2.2303126,3.2509754,1.7071478,0.0061638746,-1.2051895,3
-0.3602555,-0.79667556,-0.42093232,0.039006434,-2.573673,-1.6400608,0.575273,5.4941726,-0.1069552,-0.36460227,-1.6990601,0.37675637,5.118987,-1.1600586,-2.1815174,3.4013624,1.0829055,2.356216,1.3092555,4
-0.76569337,-2.4586887,0.15673599,-0.8823736,-2.560868,0.11933269,2.238613,0.07869674,0.38937968,3.2996635,-0.41716325,-1.8617499,0.42136708,1.6726226,2.3298473,3.518174,0.7997065,0.15231352,-1.6197703,3
1.0862451,1.6972648,4.508586,0.134303,2.665898,-2.1736078,4.3122535,4.1771135,0.10002535,4.251348,-2.1546502,0.6824726,0.7575259,-1.7662562,-0.8159764,-0.21899089,4.03723,-3.3120842,-1.3210943,4
5.41633,-3.6873302,5.842117,-0.17393883,-2.6684303,3.0946517,1.91696,0.5382852,2.9375916,3.1313493,3.42016,-4.5067267,2.2015855,-4.071935,-5.0136285,-3.603295,4.919953,2.126159,-1.2210428,0
-0.8514698,2.204806,0.88723505,3.994333,-0.71421003,3.9445453,1.7547462,0.91903734,1.7866321,0.020273743,-3.208163,4.21757,5.74299,-1.1396518,-4.2177577,4.3573213,6.506556,-4.39204,-3.8414314,3
1.9158598,-2.178129,-1.7558141,-1.3598992,-4.636955,0.62131697,0.8547932,0.65099585,1.8607864,2.2328205,0.88593096,-2.7652197,1.9332204,0.65481234,2.1267374,1.3723903,0.69585454,-0.26997668,-0.81246895,1
3.024599,-2.3728604,-0.1826733,4.1897044,0.14298408,-0.45423335,3.2371666,0.69408333,-0.57034755,3.390335,1.0281013,-1.8463259,5.9866395,-1.4867543,-2.260893,-0.36480594,-1.1641273,1.1294917,2.0581467,2
-1.1134497,-1.9046788,-0.58797413,0.7029141,-2.60794,-1.8282071,3.9205604,4.009743,-0.014358599,1.6896315,2.0209987,-1.4060708,-1.7867788,2.8872178,-1.0690186,1.5399481,4.5004654,-2.3887103,0.9145086,1
3.6766853,-0.5234624,-0.7294863,1.778016,-1.2672384,-3.9665422,-0.023952361,2.5794961,2.7814257,2.1518683,-0.04954378,-0.94320714,1.9210272,0.98221505,0.47613305,0.8547343,2.2546613,-3.3688211,-0.5600241,3
1.05301,-1.0756147,-2.0541618,1.8492999,0.30940324,-1.380433,3.340845,-0.5112969,-0.3102059,0.9333193,1.9990754,-0.43825412,8.241135,-1.5940125,-2.403888,1.1474589,-0.76233554,0.7720856,0.0755384,2
0.8772319,-0.27901253,-0.2786308,-0.9955399,-3.466327,-0.0063107596,1.2344887,0.8708407,0.6979189,1.9997977,2.8191226,-1.2691768,3.0733776,1.7488774,1.6632378,0.4888205,2.7310023,-1.2050202,-0.6685337,0
1.7084512,2.0976975,2.4064534,-0.7007853,-0.677364,-0.8660551,1.6346674,1.8144135,0.6111731,2.979825,-0.2429496,-0.5947298,6.465358,-1.5336486,0.5680531,-0.9989205,2.289913,-0.97689253,-1.9582559,2
0.16038822,-2.1586308,-0.7101065,-0.52150434,-1.7064441,-0.37608808,-1.3136486,4.2976966,-2.9813333,2.4566975,4.093985,-0.5516443,4.164245,-3.073728,-2.8645403,2.200559,-1.5914159,-2.1085172,-0.23646745,0
2.0474021,-1.2518638,-1.8228109,0.10774969,-3.8576434,-0.48918036,1.2403561,-0.15038298,1.9730747,2.5752213,1.603041,-2.7763789,0.7814215,2.424272,2.0484324,1.7041397,0.5616981,-1.9444731,-0.56780046,1
3.1482606,-2.275279,-0.10795294,-0.14766175,-3.0430362,-1.476916,0.6023847,0.043303464,-0.19719149,3.1143317,-0.97677714,0.7517657,1.9038454,-1.2339965,2.1561346,2.3027802,2.6597798,-0.062430225,-2.1937454,4
0.4737688,1.9687724,2.943888,-1.4632076,-1.0282102,-3.4479265,2.250237,2.8450196,-1.0050062,3.7020302,1.3145996,2.1123629,2.7060719,-1.8130075,-1.8259389,-0.3177855,6.9598217,1.0082362,-1.8276521,1
1.0716884,-3.6507099,0.44341055,-0.08287787,-3.2853715,0.40449455,4.1251683,0.08445266,-1.4698166,2.0173593,0.1736019,1.7293795,-0.019294055,0.14925021,3.7123568,4.591648,1.302603,0.0006298814,-0.44064647,0
-0.9762072,-0.10907127,0.011619605,-0.11173676,-4.10026,-3.668136,2.000921,8.180995,-3.5781863,0.13878286,-1.2878902,0.057079244,3.8909328,-6.03492,-4.4027996,3.4988596,4.049437,0.84663075,0.6672489,3
-0.2753965,-0.53596354,-1.2374314,0.7244637,-3.0600317,-3.579902,1.7326118,6.646761,-3.2360523,2.865213,-1.3830038,-1.1126395,1.4789487,-4.73732,-4.28479,2.844845,4.5691376,-0.80704224,0.8716165,3
2.7493732,-1.4959154,-0.15480615,1.3614628,-2.0493696,-2.7122324,1.4342445,-0.1930898,-0.5540699,3.2205143,-1.7077229,-1.4892604,0.8807618,0.75808835,1.5778608,2.949061,0.6846464,-0.6146176,-2.070308,0
-0.1845839,-3.3377485,-0.8722454,-0.43791926,-3.9412847,0.36190298,1.2291496,1.1689119,1.863506,2.3723385,0.5988911,-1.3217677,0.82416314,1.8344646,2.922051,2.498883,1.7062886,-0.66626,-0.533793,3
0.09059742,0.188989,0.68413407,-0.6831527,-2.5934515,-4.0300856,1.8782539,1.057553,2.6322668,2.4044545,2.0260582,2.5755808,2.9307134,-2.6174629,-2.7875657,3.411282,2.350809,-0.28638518,2.246566,2
5.1499615,-0.20339717,-2.76058,-3.5993614,-1.2595469,2.3610299,3.0948665,0.2719237,-1.0331111,1.9461875,2.0542982,0.5055297,0.7074576,0.11819614,0.2547844,1.105924,-0.3812374,1.7109272,0.54560965,1
2.415424,-2.0326943,-0.038196873,-1.5433263,-1.103516,-0.64530414,0.32886943,2.3597758,0.9436733,3.2494485,-1.8171474,-0.70446026,2.058361,-0.30419588,0.87927663,0.23580834,3.3698661,-1.9005414,-0.90851307,1
2.2394338,-1.8638699,-0.219046,1.0814176,-0.81144094,-1.0155147,-0.4491804,5.5368414,0.90241134,4.3093286,-1.2670693,0.48238388,-0.3068262,1.5074302,-2.7040672,2.124166,1.5422759,-0.7262005,-1.756899,1
3.2420032,0.53317255,-1.720425,-0.5515048,-2.216764,0.66272855,0.594766,1.0427917,0.10860718,1.0224053,-1.6254804,-2.2477138,4.5361967,0.6366278,-0.081368536,1.4835418,1.0380106,0.26138505,-0.43984306,1
-1.8196508,-2.7133431,-0.58057374,0.6049483,-2.7641983,1.3558763,2.6241796,1.8519835,0.4072077,2.0214167,0.17547598,-1.905931,0.13567954,3.5318112,2.643827,2.8124173,2.0627263,-0.83321244,0.50939524,1
4.4848456,-0.20771995,-1.5622071,2.9743385,-0.7516424,-2.1864977,1.1600449,1.6630692,-0.9703316,3.4625676,-1.7351419,-1.8753563,1.4199166,3.5220363,-2.6671033,0.60255533,-2.3476763,-1.0718032,0.5722513,3
0.15437913,-1.062506,2.3278892,0.5043078,-2.9186995,1.3761873,0.31840605,0.9017204,-1.6583446,5.016676,-4.184939,-2.2003374,-2.514881,3.3288393,-1.9134254,-4.8400593,1.1738324,-2.3486884,0.65889394,2
2.885434,0.4243388,2.425526,0.7805579,-2.6887486,-2.6076696,0.3093953,1.6819345,1.3511558,3.3860996,0.7711953,0.1504863,-1.1575645,3.238758,-0.2771364,-0.69308263,-0.070889995,-3.8299026,0.8816184,0
1.1205311,0.27439898,1.5204389,-0.14960234,-2.5888555,-4.186433,2.2098832,6.375439,-2.7687721,1.3877347,-2.7326853,-0.41588455,2.3965893,-3.484772,-3.7896445,1.9780165,4.038573,-0.8865749,1.7220083,3
0.37744564,-1.7985866,0.91908,-0.20704071,-3.0623603,2.0016875,-0.44514105,3.0792785,0.95309216,5.039372,0.46796817,-0.08160865,3.9994497,0.5330193,0.76498324,0.27863017,-0.8606401,-0.7055001,1.6012752,4
2.629677,-0.012848774,1.1262051,-1.3190606,-1.6484114,0.0851214,1.1394446,1.8743569,0.91273063,3.2194657,0.1621414,-2.7644448,1.6674386,2.6088676,-1.6479174,0.38000086,-0.28425327,-2.2784708,-0.31387034,4
0.36120996,-0.6764368,4.638219,0.06365695,0.2293709,0.4500994,-0.51220906,3.2448056,1.0477372,5.5650263,0.31705582,-0.83638334,1.4342568,2.234799,1.0828357,-0.09490022,3.2714596,-1.8387154,1.0831505,4
1.5011932,0.49108893,3.4453049,0.59192246,-2.4763677,0.026273243,-0.3640476,3.7611377,0.5231508,2.9431841,1.1675371,2.7955198,1.5555542,1.2178732,0.3282565,-1.4859995,3.8902838,-2.77773,0.82723933,4
0.83143365,3.1978986,1.1248684,0.1972413,-1.2752066,-0.17962272,3.9210448,3.4035144,-0.37497082,2.5896282,-2.8030508,0.23209988,4.663654,-1.289577,-0.6811092,0.78323954,0.9028246,1.4084203,0.40730315,2
0.37486437,0.80389065,3.0526967,1.0369799,1.7952335,3.0598373,3.336522,3.7318523,0.30891052,5.575919,-2.7833762,-0.95158464,3.3728533,-1.3863696,1.2655517,-2.1342077,1.0988185,-2.1617525,0.73411155,4
3.9489353,-0.66396147,0.87779266,-0.45455655,0.72892463,1.0211658,1.4731394,3.2883863,-1.10643,0.57732975,-2.1150866,-0.84609246,3.4743795,0.5627166,-1.7717428,1.1563193,0.7267591,-0.21984415,1.9275589,4
3.816845,-1.8759195,1.4412767,0.5644025,-1.4483511,-0.73701286,1.3716105,0.7725543,-1.6961268,3.1988473,-1.9987198,1.9754726,0.6683138,-1.0230563,0.6816322,-0.94325364,4.7717376,-1.511031,1.3609465,2
3.6633809,-2.0751522,-0.8377529,0.9008594,-2.0660043,-2.276026,1.4840535,-0.058020912,-0.84079355,2.3913178,-1.1622757,1.5725386,0.9005941,-1.0528475,1.1361142,3.718338,2.3195796,0.22184666,-1.8097907,4
2.5762107,-0.34433663,0.2972579,-0.6778479,-0.81292164,0.5248965,-0.19686632,3.763299,0.53030556,0.24841271,-2.2283876,-1.4870807,6.5488625,0.0800713,-0.9490558,1.8289775,2.1402209,-0.90760905,-1.4144613,4
1.9377874,-0.09103601,2.8877864,-1.1735992,-2.9201365,-3.0785084,-0.6513109,0.9446328,1.3538134,3.5828547,0.6837278,1.8523014,3.7786827,0.05202296,1.4520335,-0.38022977,2.8089802,-0.6878808,-0.88012874,1
2.4168055,-1.1621673,0.14082013,-1.3831239,-1.3242033,-0.8726703,-0.33462304,1.9099377,0.8905092,4.1153903,-1.0695351,-0.8032795,2.1524353,-0.16339639,1.1914167,-0.35022917,3.4583037,-1.7878648,-0.73842645,3
3.0556388,0.33545005,1.7118127,0.66119915,-2.1731822,-2.0961678,-0.32527554,1.6763374,2.0613427,1.1136739,-0.67793405,0.22125238,2.3267775,0.4688064,0.527057,-0.5049561,2.6291459,-2.977677,-0.58592623,3
2.3050694,-1.5575643,-0.17210123,2.7886083,-1.9391136,0.103211984,0.67973375,1.5357116,-0.73813516,2.8270931,0.59899825,-1.135807,5.2629232,-0.35011786,-2.2173572,-0.21234697,-0.87529486,0.071978725,2.3412356,2
3.2561622,-2.0973215,-0.987735,1.3748375,-2.5603716,-2.632334,0.9511609,-0.72230315,-0.4482672,4.0041614,-0.9406148,-0.47841403,0.2676714,0.20318379,2.6928155,3.6583912,0.0014120564,-0.36421034,-1.4900647,0
1.5956347,-0.35741445,-0.17002663,-0.052447353,-3.6357014,0.10281445,-0.783242,2.1563926,-1.311245,4.0710754,-1.2713301,-0.13777474,2.582078,1.9710484,-1.0053308,-0.84835404,2.2229366,-0.19193895,-0.16147375,0
-1.6614523,-1.8801326,1.3954779,-2.3121946,2.2776976,0.035677623,-2.0881426,5.2676196,-5.7478094,4.2476163,0.74254185,0.86402416,2.5365238,-5.59335,-3.4954522,0.8676423,1.0855076,-3.8164873,1.3704904,0
1.185588,-1.9415431,-1.2032595,-0.18911867,-2.7352676,-0.09663547,0.49985397,0.6723888,2.0723636,1.7563863,-0.98520195,-1.8969265,1.5941854,0.62510765,1.1150985,1.2596332,3.3607156,-0.32458284,-1.3979962,1
-0.6678196,2.9429762,-0.6734644,-0.17680268,-2.7690718,0.21367212,4.759595,3.6493304,-1.9989358,5.375516,-0.89695215,-1.6053157,6.0244746,-4.1241093,-1.7918103,-0.24591452,1.154468,1.3662275,-0.3018735,2
1.5730959,1.6671968,1.9262935,-0.8311606,-1.2383447,-1.4095807,0.9952812,1.3278362,1.8435018,3.7510285,-0.37764594,-0.78625107,3.8153002,-1.234637,-0.074806064,0.049621973,2.985051,-2.110624,-0.9225244,2
1.6724606,1.1215552,1.1432675,3.2523859,-0.19221953,-0.94291514,2.1378746,3.349866,1.0607212,2.262605,-1.5553533,-0.5293794,1.1557509,1.0373801,0.2057555,0.008646607,0.71055907,-4.5698886,1.5964272,4
1.9596736,0.15632285,1.592212,-1.1651015,-1.1639636,-1.5895578,-0.6863493,2.3002954,0.8746355,3.279923,-0.8042744,-0.848428,3.0501506,0.45470262,0.5010625,-0.23884827,4.1743774,-1.3564835,-1.5878836,1
4.2056837,-0.6494775,-0.69525784,4.077526,-0.062284235,-1.9128106,1.2375463,1.7170942,-0.7654946,2.1391761,-2.3073113,0.28792477,-1.5275182,3.199469,-2.3096628,0.37617517,-2.1256094,-2.4194324,1.2835916,3
0.06902348,1.7781153,1.0665998,2.4220238,0.9399215,2.4534469,1.2683082,0.2602137,0.45215926,4.4269066,-2.311843,2.2159042,3.0687165,-1.8259453,-3.5117126,-0.058845814,3.7313845,-3.2145877,1.7946812,3
1.667826,-3.0561016,-0.50792724,0.38755482,-3.1451347,-0.022630356,2.025148,-0.2475938,-1.3148787,3.4279537,-0.67095834,0.25163344,0.031272635,0.15736614,2.7520435,2.37492,1.4711235,-0.41571775,-0.6654552,4
3.6319425,-1.4374639,-1.6367933,2.7293274,0.54985356,2.1460452,0.20438127,2.0802133,0.14264826,3.4549387,-2.2286289,1.253132,2.1199846,0.81088364,-1.16259,2.3499494,-0.91687536,-0.39849895,0.6204226,1
3.3192399,-2.0841148,3.0268202,-0.6890285,-1.2841897,-0.6312069,0.28280577,2.766258,-0.92241377,5.0596004,-2.830084,0.7643777,2.2817342,-1.0356191,1.7365556,-0.94140685,4.3453746,-2.144113,-1.0594559,1
0.7701834,0.12901431,0.85910386,-0.35814792,-1.805766,-3.3302627,2.0620005,4.9471745,-2.601426,1.7145269,-2.6424618,0.7273113,2.8896358,-2.8980336,-3.3277273,2.0892673,4.5681496,-1.606145,0.6160811,3
2.0773065,0.6326328,0.7017058,-0.2583185,-0.047332913,0.7475488,2.2750015,1.4678866,0.75759035,2.2950704,-0.4403221,0.55450803,6.143028,-2.0584934,-0.2790215,1.4238042,1.2175121,-0.33373168,-1.3245336,3
-1.2879205,-3.2717886,-0.48094094,0.807295,-2.7007105,0.7069891,1.7528403,2.3330529,0.56153446,2.337088,0.49444777,-0.8814981,0.21894346,3.1145792,2.9013553,2.7634213,2.1447198,-1.2833147,0.4085287,1
2.416153,1.9710796,0.36860743,-0.6038136,-2.298731,-0.20826465,3.9187737,2.0121257,-0.38298026,2.187095,-1.155943,0.41444048,5.2887406,-2.8677104,0.43961543,1.3981127,1.0857248,1.2026619,-0.07471287,2
1.7062759,0.16980487,3.2888587,-1.7780017,-0.8738212,-1.5530633,0.99450755,3.2687504,0.55181104,2.752077,-0.09613116,0.80229104,2.3670535,-1.6605724,-0.23880981,-0.5969874,3.6395404,-2.2204487,-1.4118088,4
1.7091345,-0.27311248,3.5832899,0.2105021,-1.3132888,-1.6586553,1.9393556,0.53692955,2.0769193,3.6819181,0.45751533,0.15449432,1.9179647,-0.22960958,-1.1940881,-0.07761806,3.2985408,-1.1403096,-0.7002138,2
2.195168,-1.2032768,-0.8666049,-0.8772504,-3.427618,-0.49001354,0.07114565,-0.05839804,1.9986262,2.622661,0.46611407,-1.0600015,2.5249262,0.10677951,1.2553308,0.5823853,3.2607458,-0.5034033,-1.3244648,1
2.04577,3.397664,2.978898,2.6304333,2.6396458,-2.2030358,3.7516303,4.214748,-0.5321044,1.9594525,-1.7958398,-0.5473201,1.1020434,1.2121651,-2.497933,-1.7227526,2.0471036,-5.7004366,0.6005237,4
1.6585428,1.1675997,3.210597,0.6683397,-1.6647147,2.5301023,1.8555702,2.0962865,1.0491142,6.1475964,-2.874544,-0.86967933,3.0411472,1.1779178,-0.043416873,-2.4826405,-0.6223935,-0.638783,1.2614721,2
0.74754775,-2.6283722,1.4184875,0.4878839,-5.112632,-1.4279388,0.40204465,2.1377227,1.8552055,3.2807262,2.2111506,-0.42995262,1.2545648,2.310798,2.6231635,2.0014205,-0.17717996,-1.6747665,0.32429087,1
1.2182906,-3.5968168,0.6239867,0.29753807,-3.284239,0.7346884,4.1673656,0.04414074,-1.4521471,1.5275532,-0.3657816,1.6457645,-0.38260907,0.5907458,3.783801,4.603706,0.74883467,0.048192866,0.03168046,0
3.3182204,-1.2274749,-1.2699145,3.3481548,-1.8800896,-3.0728102,0.7282828,1.7522123,0.64219505,4.157304,-1.4777819,-2.4657197,-1.393014,2.993164,-2.3142076,0.23072597,-0.3469415,-2.8671618,1.2196829,3
