pond,ko05340,ko00564,ko00680,ko00562,ko00563,ko03030,ko00561,ko00440,ko00250,ko00740,ko04940,ko00010,ko00195,ko03450,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04540,ko00909,ko00513,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00565,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko00592,ko00591,ko00590,ko00062,ko00061,ko03070,ko00253,ko03060,ko00380,ko00500,ko05120,ko04666,ko05322,ko04964,ko04962,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko04145,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko00902,ko04910,ko00531,ko00360,ko00633,ko00630,ko00363,ko00364,ko05130,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko04330,ko03050,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko00965,ko03008,ko00290,ko04614,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko05220,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko05410,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00901,ko00903,ko00471,ko00472,ko00473,ko05111,ko04210,ko00240,ko04011,ko00944,ko04113,ko04070,ko04640,ko04310,ko03420,ko00770,ko02040,ko04912,ko00670,ko04920,ko04144,ko00930,ko04112,ko05140,ko04370,ko04916,ko01056,ko04650,ko04662,ko04660,ko04360,ko04114,ko04010,ko04720,ko05412,ko00905,ko03015,ko05414,ko04320,ko04740,ko05214,ko04745,ko04012,ko04722
S12.211.Sed,2411.86,45094.06,76862.06,13133.13,0.0,52041.84,23651.83,2241.27,78340.14,17956.4,4837.5,78822.33,47359.88,2459.68,40808.87,28843.62,2231.02,26986.86,23195.19,5875.43,8403.59,3163.5,1437.5,3516.47,915.59,10.0,42.0,0.0,888.36,4097.07,46.0,1704.43,24.0,38528.1,5534.43,750.36,4986.88,50016.71,2570.72,2332.72,72797.44,135206.41,70823.18,17296.7,6234.09,3155.43,1648.61,7246.36,82.66,49702.62,68527.21,12275.27,55793.05,35475.66,50249.44,3067.34,0.0,32.09,3100.79,0.0,24.0,11848.79,2330.0,16997.28,9808.72,1906.68,90183.93,16253.56,1361.0,68409.34,5483.44,607.43,1748.38,248.0,1048.59,1475.0,10771.35,20.0,41938.01,12914.13,416.93,2370.84,2907.59,2332.72,4522.52,17.0,6384.59,1631.5,27083.91,9302.52,60910.67,3305.27,4041.59,10.0,2332.72,13.0,2370.84,11366.36,194713.04,30790.26,0.0,879.0,5244.0,23524.92,25785.68,25949.74,21384.38,2412.43,46569.26,14481.16,59924.92,5777.77,12528.02,7849.15,226.93,659.66,1003.59,15972.26,87006.89,28913.16,1309.89,2364.72,31206.6,10889.99,36726.14,12974.95,71176.59,265.0,24102.4,37007.36,7005.02,3543.43,66111.9,100793.37,12161.43,153807.05,349.09,505.66,5740.27,60310.09,536.32,38117.98,10024.78,5900.19,10469.08,23789.79,17569.9,179.66,2460.11,28121.62,77577.71,48185.49,3986.0,7369.02,47056.09,8340.93,61826.23,65114.63,0.0,47147.55,18441.88,2380.84,2370.84,62.0,55167.11,24.0,18191.86,24.0,3534.18,14610.88,8235.5,95564.59,55103.03,24.0,152.0,180162.26,29265.17,45787.11,4598.19,23725.9,53936.82,11172.51,194069.82,1587.66,1794.66,73298.87,242.16,92543.28,4045.59,3821.34,61503.32,3878.93,46751.67,488.66,9648.0,11710.33,1036.0,9635.34,8386.87,2590.06,138280.3,2558.02,61.0,4008.36,10228.65,0.0,0.0,33367.33,51834.78,58132.17,0.0,43033.24,9887.86,0.0,5452.18,46211.84,238.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S13.233.Sed,4248.42,51583.99,78254.22,16277.71,0.0,58937.28,29205.86,3177.09,88106.88,19934.9,4924.2,90573.08,39839.41,4089.06,45678.14,32905.61,3225.89,35973.52,29249.48,7251.06,8289.73,4411.0,2040.5,3185.44,1354.53,191.0,137.0,0.0,858.72,4590.34,100.0,2497.53,48.0,46578.16,6724.56,1408.12,5820.11,57377.87,2062.44,1958.44,88218.47,150011.57,78959.58,19954.15,6759.23,4586.56,2339.22,9247.62,198.67,58139.04,75860.87,13462.99,60524.9,48372.79,59764.9,3149.73,0.0,117.53,3840.28,0.0,48.0,14346.38,2261.5,23414.88,12531.68,1965.36,101517.31,18796.27,1970.5,79251.48,8148.88,768.56,3586.61,923.0,1909.53,1339.5,11003.25,191.0,55586.86,17076.91,645.86,2289.53,3660.03,1958.44,5053.89,14.0,7077.23,2220.5,33667.79,7414.89,66502.84,3756.39,4799.93,191.0,1958.44,0.0,2289.53,13407.12,207000.23,33192.52,0.0,1811.0,6515.1,30179.99,27852.89,35177.23,26922.11,3546.36,50260.49,20815.51,82627.33,6208.39,12828.94,8012.0,256.86,826.67,1756.53,17054.22,97146.45,32167.59,1905.18,2058.44,36962.72,13568.23,43405.43,13848.95,77860.48,133.5,30075.5,40542.47,9942.56,4914.56,80445.2,111800.84,13716.76,171260.04,546.53,700.67,5990.89,66435.78,980.34,47900.2,10039.91,5441.88,11078.06,29891.88,23156.6,752.67,2340.92,33464.24,87914.67,51120.03,1849.0,10326.09,55770.28,9065.56,68153.59,78038.6,0.0,50625.1,23488.31,2289.53,2289.53,182.0,62791.87,48.0,24200.14,48.0,4506.26,14299.01,10942.0,101857.85,63853.08,59.0,284.0,202825.41,31776.19,43082.77,5081.58,24690.4,63662.69,11903.92,210517.44,1845.67,1286.67,76408.14,419.67,110135.25,4438.03,4179.03,69047.66,3909.86,52731.56,660.67,13407.3,13257.56,1432.0,10712.23,8674.14,2366.97,156198.97,2590.39,97.0,3892.42,10668.0,0.0,0.0,39816.06,55528.84,58278.24,0.0,46703.33,12101.82,0.0,7913.96,48395.48,104.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
S13.234.Sed,2975.26,42018.07,70647.45,12159.02,0.0,53035.78,24297.62,2565.51,75191.09,16244.18,4540.93,80616.61,44073.53,1436.84,39518.3,27748.62,1816.34,23231.8,21434.45,6172.61,7671.76,3507.01,1546.5,3016.57,756.34,48.0,70.0,0.0,863.33,3545.77,69.0,1906.67,110.33,38002.42,5257.42,350.68,4738.18,50226.3,2214.31,2181.31,72404.03,127303.65,71306.47,17047.6,5149.1,3173.75,1211.25,6523.35,96.67,47702.37,65624.05,11999.69,54294.89,30283.97,53485.53,4104.5,0.0,30.67,3168.75,0.0,110.33,11221.7,1298.17,14480.79,9080.85,2429.91,88064.85,14751.28,1689.5,67964.0,5603.33,471.26,2252.5,335.0,1130.68,774.0,9905.64,48.0,37084.5,10014.1,386.0,2280.92,3140.17,2181.31,4565.34,6.0,6173.59,1773.5,23831.43,6228.99,53472.69,1940.42,3474.52,48.0,2181.31,0.0,2280.92,11619.51,190781.09,30064.18,3.67,527.0,4304.61,24220.64,25218.78,22842.6,18834.64,2577.5,46656.24,12725.1,55410.42,5992.59,11423.51,7639.07,262.0,463.5,867.67,15925.17,89474.88,28648.78,1238.43,2247.31,34260.32,10402.78,39092.47,11428.43,69147.81,239.0,21537.8,34152.64,6255.0,3454.08,60731.24,92629.41,9970.35,143026.65,189.67,449.67,5364.08,59434.72,428.01,37452.22,9373.05,5193.55,8154.63,21246.46,18818.61,924.67,2623.33,28034.03,72924.34,47336.12,3650.0,16596.76,43930.55,7963.93,62896.93,58656.39,3.67,43120.11,16976.53,2280.92,2280.92,65.0,57005.63,110.33,18155.44,110.33,3061.77,12449.35,8820.68,93401.69,57901.42,114.33,156.5,181608.52,27695.95,39989.93,3604.48,22446.35,51706.86,8642.63,194603.77,1318.85,561.17,66469.15,186.34,92530.35,4197.17,4396.92,62118.56,3942.67,45295.87,435.67,7737.03,12334.75,780.83,9449.17,9248.82,2579.73,141485.62,2799.33,64.0,3344.59,9926.42,0.0,3.67,32154.06,49607.98,46642.05,0.0,41907.11,9124.26,0.0,4170.86,43033.04,33.0,33.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
S14.203.Sed,1981.65,34767.88,53110.9,10947.29,0.0,39051.04,18265.41,2046.82,55860.58,13730.79,3224.48,59797.07,23535.53,2595.5,30351.88,19832.23,1910.99,23777.46,18059.8,3453.28,5176.29,2354.64,972.83,2586.5,884.99,99.0,24.0,0.0,320.5,2947.29,15.33,1241.66,15.0,29758.51,4552.65,1043.0,3582.81,38249.2,1490.85,1482.85,57143.92,100815.67,52725.31,12827.78,4460.63,3291.67,1680.66,5599.15,48.0,38352.32,49561.35,8934.96,41272.18,32312.91,34659.94,1626.15,0.0,30.33,2113.66,0.0,10.67,10601.11,1920.82,15562.77,8669.33,1633.0,67416.11,12805.95,1354.16,50433.41,3977.98,328.33,1438.33,386.0,852.98,934.66,7608.0,99.0,37518.29,11659.0,450.66,1297.49,2407.66,1482.85,3513.15,18.0,4554.13,1062.83,22500.26,6654.15,46574.22,2702.32,3099.98,99.0,1482.85,10.0,1297.49,8491.97,137033.32,20322.05,5.33,1011.0,4443.14,19484.87,18499.6,24486.83,17224.75,1820.83,31826.33,13833.34,54355.76,3488.14,8853.8,5201.33,255.0,528.5,1016.33,11523.11,61142.51,21329.22,1108.49,1482.85,22466.71,9171.29,27469.33,9582.46,52714.78,20.66,19739.76,25108.05,7015.48,3738.67,54699.73,75244.97,9141.46,112714.94,333.0,497.0,3996.82,45958.33,357.66,30424.55,7255.84,4199.68,6860.97,19517.8,13990.44,477.0,1094.8,20756.22,58476.29,34007.5,164.95,7262.33,36205.7,5701.3,45739.7,53386.09,5.33,33590.56,14952.49,1297.49,1297.49,74.0,37907.97,10.67,14770.93,10.67,3160.99,9907.63,5332.13,70827.23,41678.59,10.67,224.0,133560.58,22016.4,30375.19,3432.68,17638.6,41172.65,7492.63,144125.64,1263.81,378.0,48533.55,166.66,68356.46,2816.49,2773.65,45186.49,1661.13,35541.89,467.0,9064.14,8493.97,932.33,7116.98,5905.14,1579.67,101876.59,1613.0,45.0,2626.32,7297.13,0.0,5.33,25652.07,38938.69,45650.13,0.0,30676.38,7690.17,0.0,4959.15,32876.21,8.0,8.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S14.204.Sed,2449.32,48040.43,84004.08,12796.85,0.0,56249.04,25634.66,2413.32,84201.23,19075.15,4904.29,86079.27,52279.82,1225.44,44148.27,29498.48,1900.94,27090.13,23391.41,6009.85,9439.83,3392.16,1233.0,3637.3,779.47,20.0,0.0,0.0,799.28,4326.31,19.58,1647.14,82.0,42604.18,6212.68,537.88,5305.46,54745.62,2593.89,2585.89,79301.58,150481.25,77022.36,19389.9,6321.59,3511.27,1491.61,7433.79,42.33,52931.37,79137.25,13350.15,61139.58,33522.1,53621.15,4262.34,0.0,115.8,3405.13,0.0,82.0,13784.49,1494.16,14819.01,9813.32,2076.89,97881.61,17084.7,1153.25,75623.86,4928.78,556.44,1699.47,154.25,841.46,724.66,11392.31,20.0,41810.28,11967.09,415.22,2816.38,3366.55,2585.89,4929.52,7.0,7459.91,1577.0,26971.83,10675.09,64702.14,2258.35,3911.73,20.0,2585.89,30.0,2816.38,12717.86,223147.54,34893.22,5.0,399.0,5009.06,25180.14,27906.21,25785.6,20752.61,2309.39,51202.9,13772.41,61775.06,6473.76,14666.86,8781.82,134.14,542.83,736.47,18184.92,94910.68,31838.94,1411.98,2585.89,33149.73,11544.51,40252.73,13852.53,78664.05,290.16,25117.21,39025.27,6754.35,3758.52,69556.4,111236.86,12184.47,176707.69,220.47,498.33,5912.01,67332.86,274.66,38750.83,10891.82,6249.19,9547.49,24018.26,18395.29,394.58,2991.73,31112.27,85575.87,52542.94,4854.95,9293.99,49802.38,9258.17,67184.87,68825.18,5.0,58567.58,18260.09,2816.38,2816.38,22.0,63061.41,82.0,18934.33,82.0,3426.15,15445.71,7572.74,105317.56,61043.12,82.0,106.5,196447.21,32702.98,52414.9,4320.0,26317.72,57658.71,9988.46,214361.54,1841.58,432.83,81589.83,189.33,99248.05,4456.88,4613.79,66124.97,4187.62,49037.62,491.33,8412.44,13348.58,874.33,10414.67,10836.56,2904.94,151346.19,2549.02,85.0,4150.23,11402.39,0.0,5.0,34573.64,56808.4,70484.8,0.0,46114.67,10075.26,0.0,4512.04,49730.51,8.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
S15.244.Sed,1710.5,35942.34,63481.73,9083.47,0.0,41198.81,18137.42,1607.99,60203.26,13906.94,3398.49,63389.78,28804.42,1048.0,31330.88,21485.89,1163.5,20722.91,17753.41,4257.0,6823.98,2225.0,840.0,3016.46,623.5,11.0,52.0,0.0,472.99,2559.5,26.0,1182.49,142.99,29986.9,4422.48,316.5,3700.0,39953.84,2246.43,2237.43,57398.29,108201.55,56097.27,13817.94,4364.49,2779.47,951.0,4914.48,68.5,37919.33,59557.7,9241.96,44796.84,24707.9,36966.93,3149.96,0.0,43.0,2541.47,0.0,142.99,9233.96,811.5,10378.96,7194.95,1431.47,72767.67,11947.45,760.99,51357.77,3545.49,418.0,1124.49,162.0,946.0,433.5,8858.88,11.0,32487.34,9474.95,275.0,1953.99,2408.99,2237.43,3482.99,0.0,4973.98,1087.0,19942.36,9598.96,48464.22,1463.0,2338.99,11.0,2237.43,23.5,1953.99,8590.95,157099.08,24184.34,0.0,618.0,3041.49,16749.96,19686.41,19994.84,14640.45,1545.0,36913.35,10980.4,47614.24,4241.49,10091.95,6609.41,85.0,397.49,653.5,12788.94,66004.76,22373.42,832.5,2263.43,23146.45,7781.48,27821.42,10443.96,58454.28,63.0,17403.91,26478.34,4873.98,3064.95,52316.22,84493.67,9023.97,128521.91,187.5,278.0,4355.97,49170.3,352.0,28925.39,8604.38,5241.9,6108.48,17707.38,12998.46,173.0,2027.97,22378.89,66030.27,36817.85,945.5,6448.96,35380.88,6358.98,48295.31,53186.72,0.0,42516.59,14073.43,1953.99,1953.99,78.0,46124.52,142.99,12336.98,142.99,2434.5,12085.45,4784.0,76073.75,42443.35,142.99,78.5,142412.4,23624.37,39096.81,3535.42,19259.92,41305.85,6301.48,155297.45,1438.0,154.0,55092.64,179.5,69090.71,3229.49,3359.99,47769.3,2246.99,36210.86,270.0,5996.47,9408.45,721.99,7623.47,7838.9,2451.93,108226.57,1768.48,61.0,2707.48,7997.96,0.0,0.0,25265.42,42152.85,53062.64,0.0,33870.37,7998.97,0.0,3694.98,35931.34,9.0,9.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S15.243.Sed,1787.66,38575.13,60861.88,11612.99,0.0,43036.34,19884.97,2348.66,62283.68,15134.83,3584.33,65966.32,25339.0,3394.32,33658.49,21333.0,1872.33,25729.13,20472.8,3562.01,5960.34,2489.68,994.67,3029.18,928.17,95.0,21.0,0.0,318.34,3342.84,36.0,1286.18,61.34,32575.33,5091.84,1190.82,3862.83,42733.98,2037.86,2035.86,62973.01,112742.52,58176.84,14200.34,4930.84,3569.5,1946.17,6012.83,66.83,41885.62,55380.34,9798.65,45574.65,35370.32,38851.35,1896.67,0.0,30.33,2263.01,0.0,37.67,12851.98,2867.5,18865.32,9970.18,2042.34,74663.3,14489.83,1503.84,55235.64,4285.02,505.66,1375.5,335.0,922.66,1334.5,9002.53,95.0,42729.78,13031.81,416.0,1452.17,2705.5,2035.86,4008.84,0.0,4981.84,1104.67,25903.71,8376.68,53117.69,3491.16,3797.33,95.0,2035.86,17.5,1452.17,9920.18,160270.9,22410.02,0.0,888.0,5584.16,21407.86,20866.96,28608.17,18760.49,1893.67,34748.83,15742.84,60971.79,4140.5,10156.83,6195.53,334.0,559.83,1084.5,13082.21,68172.85,23876.38,1201.82,2035.86,25059.67,10779.99,30377.18,10706.51,58834.53,2.0,22352.01,28080.5,8587.35,4098.34,61496.47,84361.15,10074.0,129401.27,393.83,483.33,4194.84,52032.52,406.33,33345.51,8512.37,5211.37,8340.96,22140.14,15215.16,538.14,1333.01,22710.5,64914.16,38655.2,28.0,7488.33,40376.14,6234.83,50980.82,60751.34,0.0,41810.8,17677.14,1452.17,1452.17,27.0,43013.59,37.67,16870.68,37.67,3591.82,10613.33,5308.35,79004.81,47603.68,37.67,146.0,148064.52,24369.51,32859.27,4077.18,20012.34,46202.11,9062.13,160191.48,1039.33,340.33,53377.69,189.5,76391.02,3142.0,3137.5,50521.83,2079.68,39359.84,430.33,10064.48,9496.51,1033.0,8142.49,6615.68,2173.7,112764.02,2028.0,96.0,3228.5,8280.01,0.0,0.0,28378.98,44664.49,56487.17,0.0,33613.01,8962.15,0.0,5585.66,38115.33,2.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S16.213.Sed,1923.89,24057.68,39254.13,8105.26,0.0,27719.82,13588.89,1529.77,41613.15,9688.74,2350.89,43516.67,20029.9,1871.44,22119.83,15605.61,1494.89,18186.66,14116.15,3227.02,3531.16,1912.01,863.0,1863.64,692.67,64.0,14.0,14.0,214.16,2086.18,66.0,1001.33,22.66,21392.3,3094.21,841.0,2609.01,26535.12,951.62,939.62,41282.68,71146.67,37670.63,9478.58,2893.39,2330.87,1253.5,3928.55,34.0,26785.15,34071.22,5745.64,28983.35,24852.09,26595.51,1230.25,0.0,20.0,1757.15,0.0,22.66,7256.76,1355.17,11636.04,6571.2,1332.87,49117.3,8984.81,1403.33,35169.52,3915.66,368.67,1272.38,325.0,980.23,737.0,5457.53,64.0,28455.67,8833.01,399.0,940.83,1773.05,939.62,2339.5,15.0,3502.21,907.0,16321.65,4528.64,32279.77,2170.22,2221.0,64.0,939.62,14.0,940.83,5937.2,100774.31,15480.46,1.67,1149.0,3154.39,13885.28,12570.83,18016.62,13032.49,1548.0,23511.54,10889.6,41252.75,2655.94,5911.36,3667.17,188.5,458.38,898.5,7889.31,44404.36,15056.2,684.22,953.62,16640.12,6098.72,19465.87,6376.65,36557.16,17.5,14330.64,19466.8,5360.54,2651.36,39483.04,53025.34,6647.82,76778.62,365.0,296.0,3186.37,32265.12,465.17,22549.05,5035.03,2904.6,5267.66,14990.37,10609.36,207.54,950.48,15372.38,41881.99,24217.53,1313.0,3658.26,26206.75,4220.66,32320.68,39111.93,1.67,20307.67,11735.73,940.83,940.83,78.0,28825.76,22.66,11371.49,22.66,2258.84,6970.59,4728.18,47943.8,29780.93,22.66,198.0,96689.09,15525.66,19642.16,2471.66,12029.79,29360.93,5733.16,100107.85,1093.68,301.5,38390.19,168.17,51748.04,2057.05,2036.55,31962.82,1425.5,25675.69,269.0,7276.04,5997.13,711.88,5051.75,4032.6,1041.62,73231.12,1198.54,35.0,1944.66,5385.09,0.0,1.67,18419.52,26667.76,27481.54,0.0,22585.7,5938.14,0.0,4071.0,22788.9,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S16.214.Sed,1356.4,28798.0,48000.59,7801.81,0.0,33117.45,14543.64,1249.29,47259.82,11035.62,2629.73,48515.98,20680.96,1102.12,25748.92,17352.03,879.06,18103.79,14859.61,3168.68,4972.18,1606.0,679.5,3085.32,495.84,7.0,13.0,0.0,295.83,1900.18,13.0,1094.83,153.33,23766.06,3494.06,287.36,2745.34,31836.24,2061.31,2051.31,46729.49,86027.47,44563.81,11451.28,3117.57,2582.89,722.5,4306.24,37.84,29978.81,45399.94,7189.02,35325.14,22301.22,28847.11,2319.28,0.0,9.34,1781.17,0.0,153.33,8109.14,998.0,10330.26,6322.23,1457.21,56183.57,10519.37,881.83,40643.05,3031.83,297.18,978.89,81.0,406.06,540.5,7850.42,7.0,28487.06,8368.25,392.5,1472.17,2118.89,2051.31,2724.17,6.0,3560.4,717.5,17033.22,6371.16,39658.28,1290.06,2477.03,7.0,2051.31,10.0,1472.17,6854.73,117338.96,19482.38,3.0,609.0,2991.59,14229.98,15178.75,18541.42,12046.21,1166.5,29078.65,10365.7,41548.06,3052.61,7867.89,5655.37,47.0,357.89,582.84,9761.66,52049.7,17368.9,617.08,2064.31,18551.83,6021.24,21756.74,8144.5,45315.78,20.0,14896.21,22348.66,4750.22,2924.55,43857.14,65026.29,7177.01,98711.17,216.34,326.34,3736.05,39279.06,228.68,23596.81,7661.74,5013.3,4956.42,15730.34,10826.08,50.38,1450.67,17778.45,50822.15,28598.79,376.0,4305.28,29078.36,4925.5,38765.01,43204.68,3.0,31108.11,12237.33,1472.17,1472.17,58.0,38015.82,153.33,11134.52,153.33,2053.36,8496.29,4331.5,59485.83,33753.89,153.33,116.0,111912.54,18993.57,28683.51,3132.2,15672.5,33244.55,5106.42,122942.91,968.34,110.34,43968.68,78.84,56122.59,2575.89,2496.39,38022.14,1390.33,28442.12,320.34,5973.59,7285.17,671.05,5939.11,6253.32,2157.15,86472.59,1625.22,9.0,1995.84,6543.44,0.0,3.0,20164.6,33101.53,41742.28,0.0,26735.45,6483.19,0.0,3399.2,28101.54,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S17.236.Sed,2626.25,36661.37,61993.12,10122.56,0.0,45625.41,19922.35,2626.74,61204.2,14306.69,3449.99,63774.48,26640.42,483.0,32258.57,22857.07,704.0,18112.77,17243.18,2210.25,5449.57,851.5,477.5,5619.89,283.5,3.0,0.0,0.0,730.66,1050.83,6.25,739.66,342.66,26346.15,4001.23,121.0,2245.25,41110.42,5104.62,5091.62,55760.31,104359.16,61678.03,13821.87,3195.15,3068.48,711.83,5582.07,0.0,38840.2,60196.34,10227.64,43860.43,23479.51,35971.11,5530.55,0.0,10.0,2187.06,0.0,320.66,8905.22,867.5,11604.89,8656.3,3465.73,75346.98,12436.13,1252.41,55026.93,2463.66,133.5,963.41,44.25,73.5,391.0,13992.5,3.0,30856.05,9205.63,318.25,2131.41,2431.24,5091.62,2885.74,0.0,4826.82,495.5,20698.56,6007.3,50531.03,1179.58,2618.16,3.0,5091.62,6.0,2131.41,10407.46,196007.39,25438.89,4.0,242.0,3414.66,16492.46,19680.91,23538.21,14652.38,807.75,38092.7,12293.35,46266.72,4194.16,12203.96,9671.27,343.0,536.66,299.5,11327.28,65972.13,19409.85,391.5,5091.62,22052.12,8132.9,27274.84,10041.29,57052.95,86.5,19501.51,33533.38,4886.07,4583.05,52267.62,72426.53,7934.05,170238.73,139.0,96.0,5327.56,47889.57,100.0,29518.48,14260.5,10422.85,7966.07,19830.24,12798.71,1308.25,2597.48,22428.49,55761.28,37071.11,827.0,20226.55,33005.13,5550.57,51268.24,53445.44,4.0,64244.89,13241.7,2131.41,2131.41,28.0,62559.98,320.66,11442.98,320.66,2124.75,11216.2,2511.75,72970.5,43596.02,320.66,46.0,151735.62,25680.48,37657.4,6639.03,18887.93,37037.71,8046.57,154637.79,509.25,276.5,60020.43,51.0,72729.23,3084.24,3360.49,50811.06,2241.66,35500.12,96.0,6518.23,9867.62,1061.66,7627.39,13248.18,5176.37,114303.67,3262.4,18.0,2952.82,9248.72,0.0,4.0,22905.5,39251.19,69243.76,0.0,34617.46,5792.56,0.0,3573.82,36740.61,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
